show_id,genre_id
252,20
253,15
253,19
254,13
254,15
254,20
255,25
256,1
256,15
257,13
257,15
258,13
258,15
258,20
259,17
259,13
259,15
260,17
260,13
260,15
261,5
261,2
261,3
262,17
262,15
262,20
263,1
263,38
263,30
264,25
265,17
265,14
266,31
266,2
266,9
267,7
267,2
268,28
268,13
268,14
269,13
269,15
270,25
271,26
272,3
272,11
272,4
273,25
274,5
274,2
274,3
275,10
275,3
276,5
276,2
276,18
277,2
277,9
277,18
278,2
278,3
278,34
279,39
280,26
280,29
280,12
281,8
282,17
282,15
283,13
283,14
283,15
284,1
284,15
285,17
285,20
286,13
286,15
287,25
288,2
288,9
288,10
289,5
289,2
289,18
290,2
290,9
290,3
291,1
291,30
292,31
292,2
293,17
293,13
293,14
294,17
294,15
294,20
295,15
295,21
296,26
296,17
297,6
297,3
297,4
298,36
299,17
299,13
299,15
300,22
300,14
300,15
301,12
301,21
302,26
302,17
302,15
303,1
303,15
304,17
304,35
304,15
305,1
306,28
306,13
306,15
307,13
307,15
308,22
309,40
310,8
311,5
311,7
312,2
312,18
312,3
313,8
314,2
314,9
314,3
315,13
315,14
315,20
316,13
316,15
317,2
317,9
317,10
318,1
318,38
319,1
319,15
320,2
320,9
320,10
321,7
322,2
322,9
322,10
323,2
323,9
323,10
324,10
325,25
326,12
326,17
327,12
327,17
328,26
328,23
329,26
330,13
331,12
331,17
331,23
332,31
332,2
332,24
333,26
333,22
333,23
334,28
334,17
334,35
335,13
335,20
336,13
336,19
337,3
337,34
338,17
338,20
339,31
339,2
340,13
340,14
340,15
341,26
341,23
341,19
342,13
342,14
343,17
344,13
345,12
345,17
345,13
346,12
346,17
347,26
347,17
348,12
348,17
348,23
349,17
350,13
350,30
351,26
351,13
351,23
352,26
352,17
352,35
353,17
353,13
354,22
355,26
355,17
356,13
356,19
357,26
358,13
358,14
358,19
359,19
360,39
361,17
361,20
362,3
362,27
363,13
363,15
364,26
364,15
364,19
365,25
365,10
366,13
366,14
366,15
367,16
367,2
367,8
368,1
368,15
369,2
369,8
370,16
370,5
370,7
371,6
371,3
371,34
372,13
372,14
372,15
373,26
373,15
374,26
374,17
374,15
375,17
375,15
375,20
376,17
376,20
377,31
378,26
378,15
379,1
380,8
381,5
381,6
381,27
382,5
382,2
382,18
383,3
383,34
384,26
384,15
385,19
386,5
386,2
386,10
387,25
388,17
388,13
388,15
389,41
389,10
390,13
390,15
390,19
391,42
391,6
391,3
392,2
392,6
392,3
393,26
393,13
394,12
394,30
395,13
395,14
395,15
396,17
396,15
397,26
397,22
397,15
398,2
398,9
398,10
399,22
399,15
399,19
400,6
400,27
401,31
401,41
402,2
402,18
402,6
403,13
403,20
404,7
405,1
406,12
407,12
408,12
409,12
410,12
411,12
412,12
413,12
414,12
415,12
416,12
417,12
418,12
419,12
420,12
420,30
421,12
422,12
423,12
424,12
425,12
426,3
427,13
428,17
428,15
429,29
429,12
429,15
430,13
430,15
430,19
431,16
431,2
431,8
432,2
432,8
432,9
433,12
434,17
434,13
434,14
435,42
435,5
435,2
436,5
436,2
436,9
437,13
437,15
437,20
438,26
439,13
439,15
439,20
440,13
440,15
440,19
441,7
441,33
442,22
442,38
443,25
443,10
444,17
444,15
445,7
446,13
446,14
446,19
447,13
448,13
448,20
449,13
449,20
450,13
450,20
451,13
451,20
452,26
452,13
452,20
453,17
453,13
453,15
454,31
454,2
455,17
455,35
456,1
456,15
456,21
457,2
457,9
457,10
458,1
458,15
458,30
459,13
459,15
459,20
460,10
460,3
460,34
461,12
461,17
461,30
462,17
462,13
462,14
463,1
464,22
464,15
465,26
465,17
466,5
466,7
467,8
468,1
468,15
469,17
469,13
469,15
470,13
470,14
471,40
472,12
472,13
472,15
473,25
474,1
474,30
475,26
475,17
476,39
477,17
477,1
477,15
478,10
478,3
478,34
479,2
479,3
479,27
480,22
481,17
481,13
481,15
482,26
482,13
482,15
483,7
484,13
484,15
484,20
485,39
486,19
487,12
487,17
487,23
488,2
488,9
488,18
489,9
489,3
490,17
490,15
491,5
491,7
491,2
492,17
492,13
492,20
493,13
493,20
494,31
494,11
494,24
495,17
495,21
496,1
496,15
497,26
497,15
498,7
499,13
499,15
500,7
501,26
501,15
502,13
502,15
503,13
503,15
503,20
504,5
504,2
504,3
505,2
505,18
505,10
506,13
506,15
507,15
507,20
508,17
508,15
509,13
509,15
510,25
511,2
511,3
511,4
512,41
512,10
513,25
514,6
514,3
514,27
515,16
515,2
515,10
516,16
516,2
516,10
517,2
517,3
517,4
518,2
518,9
518,10
519,13
519,15
520,16
520,5
520,7
521,10
522,2
522,10
523,25
523,32
523,10
524,16
524,5
524,2
525,2
525,3
526,25
527,10
527,3
528,25
529,13
529,15
529,20
530,13
530,15
531,25
531,10
532,13
532,15
533,5
533,11
533,4
534,2
534,3
535,13
535,15
536,25
536,10
537,7
537,2
537,33
538,2
538,8
539,16
539,2
539,3
540,25
540,6
540,27
541,16
541,25
542,17
542,13
542,15
543,13
543,15
544,5
544,2
544,6
545,2
545,10
546,25
546,32
547,2
547,9
547,3
548,25
549,9
549,3
550,2
550,8
551,22
551,38
552,15
552,20
552,19
553,17
553,15
554,5
554,2
554,3
555,13
555,15
555,19
556,26
556,35
556,15
557,22
557,15
557,19
558,22
558,23
559,26
560,26
561,1
561,30
562,26
562,17
563,17
564,26
564,17
564,23
565,17
565,13
565,14
566,2
566,25
566,4
567,26
567,17
568,26
568,19
569,12
569,17
570,13
570,15
570,20
571,26
571,15
572,2
572,9
572,10
573,17
573,13
573,15
574,12
574,17
575,12
575,17
576,17
576,13
576,20
577,13
577,37
577,15
578,2
578,10
579,13
579,20
580,26
580,28
580,17
581,26
581,29
581,15
582,26
582,23
583,17
583,13
584,17
584,20
585,17
586,13
586,20
587,22
588,2
588,10
588,3
589,25
590,13
590,15
591,31
591,25
592,13
592,20
593,17
593,20
594,12
594,17
595,26
595,23
596,12
596,17
597,17
597,13
597,14
598,26
598,17
598,30
599,13
599,19
600,13
601,19
602,26
602,12
602,28
603,26
603,12
603,13
604,12
604,13
605,13
606,26
607,13
607,15
608,22
608,19
609,26
610,26
610,20
611,26
611,22
611,23
612,26
612,22
612,23
613,26
613,22
613,23
614,13
614,15
614,19
615,13
615,20
615,23
616,13
616,21
616,20
617,13
618,2
618,9
618,3
619,26
619,17
620,13
620,15
621,8
622,31
622,5
622,2
623,19
624,17
624,13
624,15
625,13
625,15
625,19
626,5
626,2
626,18
627,16
627,5
627,7
628,31
628,2
628,34
629,25
630,13
630,15
631,13
632,31
632,2
633,17
633,15
634,13
634,14
634,15
635,1
635,15
636,13
636,15
637,26
638,2
638,3
638,4
639,9
639,3
640,31
640,2
641,2
641,3
642,1
642,30
643,2
643,3
644,22
645,17
645,20
646,1
646,15
647,17
647,15
647,21
648,2
648,8
649,8
649,9
650,13
650,15
650,20
651,13
651,15
652,17
652,13
652,15
653,17
653,13
653,15
654,7
654,2
655,17
655,13
655,15
656,17
656,13
656,15
657,15
657,21
657,20
658,8
658,6
658,4
659,2
659,9
659,3
660,2
660,9
660,3
661,6
661,3
661,27
662,2
662,10
662,3
663,10
664,2
664,3
665,25
666,5
666,2
666,3
667,2
667,9
667,10
668,10
668,3
668,34
669,5
669,3
670,5
670,2
670,18
671,26
671,29
671,15
672,26
672,29
672,15
673,26
673,29
673,15
674,2
674,8
674,18
675,3
676,2
676,8
676,9
677,5
677,3
677,4
678,10
679,5
679,3
679,24
680,5
680,2
680,3
681,7
682,16
682,7
683,2
683,10
684,13
684,15
685,5
685,2
685,18
686,13
687,2
687,32
687,10
688,26
688,13
688,15
689,17
689,15
689,20
690,26
690,29
690,28
691,26
691,15
692,2
692,10
693,2
693,9
693,3
694,17
694,13
694,15
695,17
695,13
695,14
696,13
696,15
697,6
697,3
697,11
698,2
698,9
698,18
699,13
699,14
699,15
700,2
700,3
700,4
701,31
701,2
702,13
703,17
703,13
703,14
704,2
704,3
704,4
705,17
705,13
705,15
706,1
706,15
706,30
707,2
707,18
707,3
708,2
708,9
708,10
709,13
709,14
710,2
710,9
710,18
711,7
711,33
712,13
712,15
712,19
713,26
713,13
713,15
714,25
714,10
715,5
715,2
715,24
716,2
716,9
716,18
717,1
718,1
719,17
719,14
720,25
721,25
722,26
723,1
724,8
725,1
726,2
726,18
726,3
727,36
728,1
729,22
730,40
731,40
732,2
732,3
733,40
734,25
735,5
735,2
735,6
736,17
736,13
736,15
737,12
737,13
737,15
738,31
738,5
738,11
739,29
739,1
740,12
740,17
741,17
741,22
742,13
742,15
743,13
743,15
744,13
744,14
744,20
745,2
745,18
745,41
746,15
746,19
747,13
747,19
748,17
748,13
748,15
749,8
750,5
750,6
750,10
751,13
751,14
751,15
752,25
752,10
753,26
753,17
753,23
754,2
754,9
754,18
755,13
755,14
756,12
756,1
756,15
757,13
757,15
757,20
758,1
759,9
759,10
759,3
760,40
761,40
762,7
762,33
763,17
763,15
763,20
764,6
764,3
764,27
765,17
765,15
765,20
766,26
766,15
767,39
768,2
768,10
769,17
769,13
769,15
770,1
770,15
771,1
771,15
771,21
772,36
773,2
773,9
773,3
774,13
774,15
774,19
775,13
775,37
775,20
776,13
776,14
776,38
777,26
778,17
778,14
778,38
779,31
779,2
780,26
780,35
780,23
781,25
782,1
783,13
783,20
784,17
784,15
784,21
785,17
785,13
785,14
786,25
787,26
787,13
788,26
789,19
790,16
790,2
790,3
791,1
792,26
792,13
793,17
793,13
793,20
794,17
794,20
795,17
795,13
795,15
796,10
797,35
797,22
798,13
799,17
799,13
799,14
800,13
800,30
801,13
801,14
801,38
802,26
802,13
802,30
803,26
804,31
804,9
804,34
805,22
805,19
806,2
806,10
806,3
807,26
807,13
807,15
808,26
808,13
808,15
809,26
810,26
810,17
811,26
811,28
811,35
812,12
813,26
814,25
815,17
815,20
816,13
816,15
816,38
817,19
818,17
818,13
818,14
819,17
819,13
819,20
820,26
820,28
821,2
821,3
821,4
822,13
822,20
822,19
823,22
824,17
824,13
824,14
825,19
826,5
826,3
826,4
827,39
828,17
828,15
829,13
830,12
830,17
831,10
831,3
832,7
832,2
832,18
833,2
833,6
833,3
834,5
834,2
834,3
835,12
835,13
835,37
836,31
836,2
837,22
837,15
837,19
838,2
838,6
838,3
839,39
840,13
840,14
840,15
841,13
841,15
841,30
842,26
842,13
842,15
843,7
844,31
844,2
845,1
845,15
846,13
846,15
846,19
847,12
847,17
847,23
848,2
848,9
848,10
849,10
849,3
850,15
850,21
851,13
851,15
851,21
852,13
852,15
852,21
853,13
853,15
853,21
854,26
854,22
855,1
856,25
856,6
856,27
857,13
857,15
858,2
858,18
858,10
859,13
859,14
859,15
860,13
860,15
861,1
861,15
861,38
862,12
862,17
863,10
864,12
864,17
865,13
865,15
865,19
866,26
866,13
867,19
868,1
869,25
870,5
870,2
870,18
871,1
872,17
872,13
872,15
873,13
873,14
873,23
874,13
874,14
874,15
875,25
876,13
876,15
876,20
877,7
877,2
878,17
878,14
878,15
879,13
879,15
879,19
880,3
881,8
881,11
881,24
882,13
882,15
882,19
883,12
883,17
884,6
884,11
884,27
885,2
885,3
886,17
886,13
886,15
887,2
887,11
887,27
888,22
888,15
888,19
889,17
890,13
890,19
891,31
891,11
891,24
892,14
892,15
892,19
893,13
893,14
893,15
894,1
894,15
894,21
895,13
895,14
895,15
896,13
896,15
896,19
897,10
898,2
898,9
898,10
899,17
899,13
899,15
900,13
900,15
901,7
902,14
902,19
903,2
903,3
904,13
904,15
904,19
905,26
906,26
906,13
906,15
907,13
907,15
908,1
909,6
909,27
910,13
910,14
910,15
911,13
912,25
912,10
913,17
914,13
914,15
914,20
915,1
916,13
916,15
916,19
917,26
918,1
918,13
919,8
920,5
920,7
921,3
922,5
922,3
923,13
923,14
923,19
924,25
925,12
925,17
926,16
926,25
927,26
927,13
928,25
929,26
929,30
930,26
930,22
931,26
931,17
932,17
933,26
934,12
934,13
935,13
935,14
936,12
936,17
937,25
938,12
938,17
939,12
939,17
939,21
940,12
940,21
941,12
941,17
942,12
942,17
943,13
943,19
944,26
944,13
944,30
945,26
946,13
946,15
947,26
947,23
948,13
948,19
949,17
950,26
950,23
951,13
951,15
951,23
952,17
952,20
953,26
953,17
954,13
954,19
955,12
955,17
956,26
957,17
957,14
957,20
958,8
959,13
959,15
960,13
960,14
960,15
961,5
961,2
961,18
962,12
962,17
963,22
964,2
964,18
964,10
965,22
965,19
966,31
966,2
967,17
967,15
968,7
968,33
969,2
969,10
969,3
970,13
971,26
971,23
972,19
973,2
973,3
973,24
974,13
974,15
975,13
975,14
975,15
976,26
976,17
976,13
977,17
977,15
978,17
978,15
979,17
979,15
979,20
980,17
980,15
981,17
981,15
982,26
982,17
982,15
983,17
983,13
983,15
984,1
984,15
984,21
985,17
985,15
986,17
986,15
986,20
987,17
987,15
987,20
988,17
988,15
989,2
989,9
989,10
990,17
990,15
991,17
991,15
992,13
992,14
992,15
993,15
993,21
994,6
994,3
994,27
995,13
995,15
995,20
996,17
996,13
996,15
997,22
997,15
997,19
998,16
998,7
998,2
999,1
999,15
1000,13
1000,15
1000,19
1001,26
1001,15
1002,13
1002,15
1002,19
1003,17
1003,15
1004,2
1004,10
1004,3
1005,25
1006,12
1006,17
1007,12
1007,17
1008,12
1008,17
1009,12
1010,12
1011,12
1012,1
1013,2
1013,18
1013,3
1014,19
1015,25
1016,13
1017,26
1017,17
1017,15
1018,13
1018,15
1019,17
1019,15
1019,21
1020,13
1020,15
1020,21
1021,1
1021,15
1022,17
1022,13
1022,14
1023,13
1023,15
1024,13
1024,14
1024,15
1025,12
1025,17
1025,21
1026,31
1026,25
1027,12
1028,22
1028,20
1028,23
1029,17
1030,13
1030,15
1031,12
1031,17
1031,13
1032,13
1032,15
1032,20
1033,2
1033,41
1034,26
1034,13
1034,15
1035,19
1036,13
1037,26
1037,23
1038,17
1038,13
1038,15
1039,2
1039,9
1039,10
1040,1
1040,21
1041,31
1041,5
1041,2
1042,26
1042,29
1042,22
1043,7
1044,9
1044,10
1044,3
1045,31
1045,2
1045,24
1046,8
1047,19
1048,2
1048,3
1049,25
1050,16
1050,25
1051,13
1051,15
1051,38
1052,31
1052,25
1053,13
1053,14
1054,1
1054,21
1055,1
1055,15
1055,21
1056,35
1056,13
1056,21
1057,2
1057,3
1058,10
1059,16
1059,2
1059,3
1060,3
1060,24
1061,8
1061,9
1062,5
1062,7
1063,5
1063,2
1063,3
1064,10
1064,3
1065,5
1065,2
1065,32
1066,11
1066,4
1066,24
1067,13
1067,15
1067,19
1068,2
1068,3
1068,34
1069,7
1069,33
1070,13
1070,15
1070,20
1071,1
1072,12
1072,21
1073,12
1073,17
1073,21
1074,12
1074,21
1075,12
1076,7
1077,12
1078,12
1079,12
1080,9
1080,10
1080,3
1081,26
1081,29
1081,15
1082,25
1082,10
1083,2
1083,8
1084,17
1085,31
1085,2
1085,9
1086,13
1086,15
1087,13
1087,15
1087,19
1088,17
1088,22
1088,15
1089,26
1089,17
1090,13
1091,13
1091,15
1091,20
1092,31
1092,2
1093,1
1093,21
1094,2
1094,8
1094,9
1095,8
1095,9
1096,5
1096,7
1096,4
1097,12
1097,17
1098,1
1099,17
1099,13
1099,15
1100,13
1100,15
1101,22
1101,19
1102,12
1102,17
1102,23
1103,17
1104,26
1104,13
1104,15
1105,12
1105,17
1105,13
1106,13
1106,14
1107,26
1108,13
1108,37
1108,15
1109,15
1109,19
1110,17
1110,15
1110,20
1111,13
1111,15
1112,17
1112,20
1113,12
1113,17
1114,26
1114,23
1115,17
1115,13
1115,15
1116,17
1116,15
1116,30
1117,7
1117,2
1118,1
1118,15
1119,22
1119,19
1120,26
1120,22
1121,26
1121,23
1122,17
1122,20
1123,13
1123,15
1124,7
1124,2
1124,33
1125,26
1126,16
1126,5
1126,7
1127,28
1127,21
1128,8
1128,10
1128,11
1129,26
1129,15
1130,16
1130,7
1130,2
1131,26
1131,13
1131,15
1132,26
1132,13
1132,15
1133,26
1133,13
1133,15
1134,26
1135,26
1135,23
1136,26
1137,13
1137,15
1137,20
1138,26
1138,15
1138,21
1139,13
1139,14
1139,15
1140,22
1140,19
1141,26
1142,13
1142,15
1142,19
1143,1
1144,7
1144,8
1145,17
1145,20
1146,13
1147,2
1147,8
1147,18
1148,1
1148,15
1148,30
1149,25
1149,32
1150,31
1150,25
1151,1
1152,12
1153,25
1154,13
1154,15
1155,13
1156,1
1156,15
1157,12
1157,37
1157,21
1158,17
1159,25
1160,13
1160,15
1161,13
1161,14
1161,19
1162,1
1163,13
1163,15
1164,2
1164,8
1164,18
1165,17
1165,15
1166,17
1166,13
1166,15
1167,16
1167,5
1167,2
1168,13
1168,15
1168,20
1169,31
1170,25
1171,12
1171,17
1172,1
1173,39
1174,2
1174,32
1174,41
1175,2
1175,3
1176,13
1176,14
1176,15
1177,13
1177,15
1178,22
1178,15
1179,26
1180,25
1181,25
1181,10
1182,10
1183,7
1184,15
1184,21
1185,26
1185,15
1186,17
1186,15
1186,20
1187,31
1187,5
1187,2
1188,19
1189,26
1189,17
1189,15
1190,39
1191,26
1192,39
1193,13
1193,15
1194,1
1194,15
1194,21
1195,13
1195,15
1195,19
1196,1
1197,5
1197,7
1197,2
1198,13
1198,21
1199,39
1200,13
1200,19
1201,25
1202,5
1202,2
1202,10
1203,13
1203,15
1203,20
1204,12
1204,13
1205,1
1206,7
1206,33
1206,6
1207,16
1207,25
1207,3
1208,1
1209,17
1209,15
1210,17
1210,13
1210,15
1211,2
1211,32
1211,9
1212,13
1212,15
1213,13
1213,15
1214,10
1215,13
1215,15
1215,21
1216,17
1216,15
1216,20
1217,17
1217,15
1217,20
1218,16
1218,5
1218,2
1219,12
1219,17
1220,17
1220,13
1220,14
1221,13
1221,14
1221,15
1222,13
1222,15
1223,22
1223,14
1224,5
1224,2
1224,6
1225,7
1226,8
1226,9
1227,7
1227,2
1228,2
1228,3
1229,13
1229,14
1229,15
1230,2
1230,3
1231,17
1231,13
1231,14
1232,25
1233,17
1233,13
1233,15
1234,17
1234,15
1235,7
1235,2
1235,18
1236,31
1236,25
1236,6
1237,26
1237,13
1237,15
1238,17
1238,15
1238,20
1239,31
1240,26
1241,13
1241,20
1242,17
1242,13
1242,21
1243,5
1243,7
1244,13
1245,26
1245,17
1245,15
1246,25
1247,42
1247,5
1247,2
1248,26
1248,13
1248,15
1249,1
1249,21
1250,39
1251,1
1251,15
1251,21
1252,26
1252,28
1252,13
1253,17
1253,15
1254,12
1254,17
1255,28
1255,13
1256,26
1256,13
1256,15
1257,17
1257,35
1257,21
1258,31
1258,2
1259,12
1259,17
1260,17
1260,13
1260,14
1261,17
1261,15
1261,20
1262,13
1262,14
1262,15
1263,17
1263,13
1264,26
1265,17
1265,13
1265,14
1266,15
1266,19
1267,13
1267,14
1267,15
1268,15
1268,19
1269,5
1269,2
1269,18
1270,13
1270,15
1270,20
1271,2
1271,18
1271,3
1272,2
1272,18
1272,3
1273,7
1273,2
1274,15
1274,19
1275,8
1276,9
1276,10
1276,3
1277,13
1277,15
1278,11
1278,34
1279,39
1280,1
1280,15
1281,1
1281,15
1281,30
1282,13
1282,15
1283,2
1283,3
1284,22
1284,19
1285,22
1286,2
1286,10
1286,3
1287,17
1287,13
1287,14
1288,17
1288,13
1289,13
1289,19
1290,1
1290,15
1290,21
1291,17
1291,38
1291,19
1292,13
1292,14
1292,15
1293,1
1293,15
1294,2
1294,3
1295,2
1295,6
1295,3
1296,17
1296,13
1296,14
1297,2
1297,9
1297,10
1298,22
1299,2
1299,6
1299,3
1300,31
1300,2
1301,7
1302,16
1302,2
1302,3
1303,7
1303,8
1303,33
1304,1
1305,12
1306,26
1306,17
1306,13
1307,5
1307,10
1307,3
1308,12
1308,17
1308,13
1309,25
1309,10
1310,19
1311,10
1312,17
1312,13
1312,15
1313,13
1313,14
1313,38
1314,8
1315,10
1316,39
1317,13
1317,15
1317,20
1318,16
1318,2
1318,8
1319,17
1319,20
1320,12
1321,5
1321,2
1321,3
1322,5
1322,18
1322,6
1323,17
1323,13
1323,15
1324,13
1324,15
1324,20
1325,13
1325,14
1325,20
1326,15
1326,19
1327,17
1327,15
1327,20
1328,1
1328,21
1329,5
1329,7
1330,17
1330,15
1331,13
1331,20
1332,36
1333,25
1333,10
1334,17
1334,13
1335,26
1335,15
1336,5
1336,3
1336,4
1337,39
1338,13
1338,14
1338,15
1339,5
1339,2
1339,18
1340,5
1340,2
1340,3
1341,13
1341,15
1342,13
1342,14
1343,26
1343,13
1343,15
1344,1
1345,13
1345,15
1345,20
1346,26
1346,15
1347,17
1347,13
1347,15
1348,26
1348,15
1349,9
1349,3
1350,5
1350,2
1350,18
1351,25
1352,13
1352,37
1352,15
1353,41
1353,10
1354,26
1354,17
1355,3
1356,9
1356,34
1357,10
1357,34
1358,13
1359,19
1360,13
1360,15
1360,19
1361,2
1361,9
1361,10
1362,11
1362,34
1363,25
1363,10
1364,9
1364,3
1364,34
1365,12
1365,23
1366,25
1366,10
1367,13
1367,37
1368,22
1369,26
1369,15
1370,12
1370,17
1371,13
1371,15
1372,7
1373,12
1373,13
1373,15
1374,2
1374,3
1374,24
1375,1
1375,15
1375,30
1376,10
1376,3
1377,17
1377,13
1377,14
1378,9
1378,6
1378,3
1379,12
1379,13
1380,13
1380,15
1381,25
1382,17
1382,15
1382,20
1383,13
1383,15
1383,20
1384,2
1384,8
1385,5
1385,2
1385,32
1386,31
1386,2
1387,17
1387,15
1387,38
1388,13
1388,19
1389,13
1390,17
1391,13
1392,13
1393,2
1393,18
1393,10
1394,19
1395,7
1395,33
1396,25
1397,26
1398,13
1398,23
1399,22
1400,13
1400,14
1401,8
1402,25
1402,24
1403,6
1403,10
1403,27
1404,12
1404,17
1404,13
1405,25
1405,10
1406,26
1407,12
1407,17
1408,12
1409,3
1409,27
1410,19
1411,13
1411,15
1412,1
1413,13
1413,15
1413,38
1414,13
1414,15
1415,17
1415,13
1415,15
1416,13
1416,19
1417,5
1417,7
1418,15
1418,19
1419,39
1420,16
1420,9
1420,3
1421,1
1422,17
1422,13
1422,15
1423,13
1423,15
1424,17
1424,15
1424,20
1425,12
1425,17
1426,1
1427,13
1427,15
1428,16
1428,5
1428,7
1429,13
1429,14
1429,15
1430,25
1430,10
1431,7
1432,17
1432,13
1432,15
1433,31
1433,2
1433,18
1434,13
1434,15
1435,12
1435,17
1436,13
1437,1
1437,15
1437,21
1438,7
1438,8
1439,1
1439,15
1439,30
1440,7
1440,10
1441,2
1441,8
1441,18
1442,26
1442,17
1442,15
1443,7
1443,2
1444,7
1445,17
1445,20
1445,30
1446,26
1446,17
1446,15
1447,17
1448,22
1448,19
1449,6
1449,10
1449,3
1450,8
1451,39
1452,12
1452,13
1452,30
1453,13
1453,14
1454,12
1454,17
1455,1
1456,7
1456,33
1457,26
1457,13
1457,14
1458,18
1458,3
1459,26
1460,17
1461,2
1461,18
1461,3
1462,17
1462,13
1462,14
1463,25
1463,10
1464,25
1465,1
1466,25
1466,10
1466,27
1467,1
1468,26
1468,19
1469,17
1469,15
1470,28
1470,13
1470,14
1471,13
1471,38
1472,39
1473,17
1473,13
1473,15
1474,11
1474,4
1474,27
1475,26
1475,13
1475,37
1476,17
1476,13
1476,15
1477,8
1478,5
1478,3
1478,24
1479,2
1479,4
1479,24
1480,5
1480,7
1480,2
1481,16
1481,42
