show_id,director_id,actor_id
207,147,1542
207,147,1543
208,148,1544
208,148,1545
208,148,1546
208,148,1547
208,148,1548
208,148,1549
208,148,1550
209,149,1551
209,149,1552
209,149,1553
209,149,1554
209,149,1555
209,149,1556
209,149,1557
209,149,1558
210,149,1559
210,149,1560
210,149,1561
210,149,1562
210,149,1563
210,149,1564
210,149,1565
210,149,1566
210,149,1567
210,149,1568
211,150,1569
211,150,1540
211,150,1570
211,150,1571
211,150,1572
211,150,1573
211,150,1574
212,151,1575
212,151,1576
212,151,1577
212,151,1578
212,151,1579
212,151,1580
212,151,1569
212,151,1581
213,0,1582
213,0,1583
213,0,1584
213,0,1585
213,0,1586
213,0,1587
213,0,1588
213,0,1589
213,0,1590
213,0,1591
213,0,1592
213,0,1593
213,0,1594
214,0,1595
214,0,1596
214,0,1597
214,0,1598
214,0,1599
214,0,1600
214,0,1601
214,0,1602
214,0,1603
214,0,1604
214,0,1605
214,0,1606
214,0,1607
215,152,1608
215,152,1609
215,152,1610
215,152,1611
215,152,1612
215,152,1613
215,152,1614
215,152,1615
215,152,1616
215,152,1617
215,152,1618
215,152,1619
215,152,1620
216,148,1621
216,148,1453
216,148,1549
216,148,1622
216,148,1623
216,148,1544
216,148,1433
216,148,1624
216,148,1548
216,148,1625
216,148,1626
216,148,1515
217,153,1627
217,153,1433
217,153,234
217,153,1628
217,153,1629
217,153,1630
217,153,1567
217,153,1631
217,153,1632
217,153,1633
217,154,1627
217,154,1433
217,154,234
217,154,1628
217,154,1629
217,154,1630
217,154,1567
217,154,1631
217,154,1632
217,154,1633
218,149,1634
218,149,1552
218,149,1433
218,149,1635
218,149,1636
218,149,1637
218,149,1638
220,0,1639
220,0,1640
220,0,1641
220,0,1642
220,0,1643
220,0,1644
220,0,1645
220,0,1646
220,0,418
221,0,84
221,0,1647
221,0,1648
221,0,1649
221,0,1650
221,0,1651
221,0,1652
221,0,1653
222,155,1654
223,156,1655
223,156,1656
223,156,1657
223,156,1658
223,156,1659
223,156,1660
223,156,1661
223,156,1662
223,156,1663
223,156,1664
223,156,1665
223,156,1666
223,156,1667
223,156,1668
223,156,1669
224,157,0
224,158,0
226,0,1670
226,0,1671
226,0,1672
226,0,1673
226,0,1674
226,0,1675
226,0,1676
226,0,1677
226,0,1678
226,0,1679
226,0,1680
227,0,1681
227,0,1682
227,0,1683
227,0,1684
227,0,1685
227,0,1686
227,0,1687
227,0,1688
227,0,1689
228,159,1690
228,159,1691
228,159,1692
228,159,1693
229,160,1179
229,160,1694
229,160,1695
229,160,1696
229,160,1697
229,160,1698
229,160,1699
229,160,1700
229,160,1701
229,160,1702
230,161,1703
230,161,1704
230,161,1705
230,161,1706
231,162,0
232,163,1707
232,163,1708
232,163,1709
232,163,1710
232,163,1711
232,163,204
233,0,1712
233,0,1713
234,164,0
236,165,0
237,166,1714
237,166,1715
237,166,1716
237,166,1717
237,166,1718
237,166,1719
238,166,1714
238,166,1715
238,166,1716
238,166,1717
238,166,1718
238,166,1719
239,166,1714
239,166,1715
239,166,1716
239,166,1717
239,166,1718
239,166,1719
240,166,1714
240,166,1715
240,166,1716
240,166,1717
240,166,1718
240,166,1719
241,167,1720
241,167,1721
241,167,1722
241,167,1723
241,167,1724
241,167,1725
241,167,1726
241,167,765
241,167,1727
241,167,1728
241,167,672
242,0,1729
242,0,1730
242,0,1731
242,0,1732
242,0,1733
242,0,1734
242,0,1735
244,0,1736
244,0,1737
244,0,1738
244,0,1739
244,0,1740
245,168,1741
245,168,1742
245,168,1743
245,168,1744
245,168,1745
245,168,1746
245,168,1747
245,168,1748
245,168,1749
245,168,1750
246,0,1751
247,169,1752
247,169,1753
247,169,1754
247,169,1755
247,169,1756
247,169,1757
247,169,1758
248,170,1759
248,170,1760
248,170,1761
248,170,1762
248,170,1763
248,170,1764
248,170,1765
248,170,1766
248,170,1767
249,0,1768
249,0,1769
249,0,1770
249,0,1771
249,0,1772
249,0,1773
249,0,1774
250,171,1775
250,171,1776
250,171,1777
250,171,239
250,171,1778
250,171,1779
250,171,1780
250,171,1781
250,171,1782
250,171,1783
250,171,315
250,171,1784
251,172,1785
251,172,1786
251,172,1787
251,172,1788
251,172,1789
251,172,1790
251,172,1791
251,172,1792
252,173,1793
252,173,554
252,173,1794
252,173,1795
252,173,1796
252,173,1797
252,173,1798
252,173,1799
252,173,1800
252,173,1801
253,174,1802
253,174,1803
253,174,1804
253,174,1805
253,174,1806
253,174,1807
253,174,1808
253,174,1809
